objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
Fresco,66188,8,4,0,0,0,0,0,0,0,0,0,4,,"Blind selection worker placement is enjoyable and produces conflicts.  I like how the person who is currently in last place chooses ""wake up time"" first which can cause a waterfall affect on other players and helps prevent a runaway leader problem.",,,,10084485,7.09905,7.30475,2.6369,281,13202,thing,Fresco,2,4,60,60,60,2010,"2,3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Fuji Flush,203430,6,4,0,0,0,0,0,0,0,0,0,3,,,,,,48694713,6.12437,6.55278,1.0606,1806,2895,thing,Fuji Flush,3,8,20,20,10,2016,"5,6,7,8","6,7,8",6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Fungeon Party,240844,6.5,5,0,1,0,0,0,0,0,0,0,4,Really quick playing party game.  Quests are 30 seconds each.  Can choose how many quests will be played with minimum of 6.  Do silly things like Dungeon Fighter.  Small box game.  Consider picking up if inexpensive.,,,,,51716090,0,6.84091,1.5,0,76,thing,Fungeon Party,2,5,30,30,3,2018,"2,3,4,5","3,4,5",8+,,,,,,,standalone,,,,,,,,,,,,,,,
Gaia Project,220308,7,2,0,0,0,0,0,0,0,0,0,3,,,,,,48694716,8.13817,8.5235,4.2927,8,13298,thing,Gaia Project,1,4,150,150,60,2017,"1,2,3,4","3,4",14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Galaxy Trucker,31481,9,31,0,1,0,0,0,0,0,0,0,2,,Fast paced puzzle building.  Watching your ship get blown up and losing can provides for laughs and be as much fun as winning.,,,,8397820,7.31529,7.42818,2.3235,162,27946,thing,Galaxy Trucker,2,4,60,60,60,2007,"2,3,4",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,Czech Games Edition; Rio Grande Games,English,2007,CGE/Rio Grande English first edition
Galaxy Trucker: Another Big Expansion,97845,0,,0,1,0,0,0,0,0,0,0,1,,,,,,14778907,6.57174,8.07317,2.9737,0,3240,thing,Galaxy Trucker: Another Big Expansion,2,5,90,90,60,2012,"2,3,4,5",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,,,,,,,,,,,
Galaxy Trucker: Latest Models,144227,0,,0,1,0,0,0,0,0,0,0,3,,,,,,20482889,6.14827,7.92941,3.25,0,2519,thing,Galaxy Trucker: Latest Models,2,5,90,90,90,2013,"2,3,4,5","2,3,4",,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Galaxy Trucker: The Big Expansion,38378,9,,0,1,0,0,0,0,0,0,0,1,,,,,,8738086,7.1924,7.95427,2.6753,0,7194,thing,Galaxy Trucker: The Big Expansion,2,5,60,60,60,2008,"2,3,4,5",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,,,,,,,,,,,
A Game of Thrones: The Card Game,39953,6.5,4,0,0,0,0,0,0,0,0,0,3,,,,,,14488158,6.57348,6.88222,3.2513,842,9648,thing,A Game of Thrones: The Card Game,2,4,60,60,60,2008,"2,3,4","2,4",14+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Garbage Day (Limited Edition),203835,7,2,0,0,0,0,0,0,0,0,0,3,,,,,,35993664,5.58759,6.35874,2,0,436,thing,Garbage Day (Limited Edition),2,5,30,30,20,2016,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Garbage Day!,179259,0,,0,0,0,0,0,0,0,0,0,3,,,,,,35990704,5.65084,6.11207,1,5258,1043,thing,Garbage Day!,2,5,30,30,20,2016,"3,4",,6+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Genoa,1345,5,1,0,0,0,0,0,0,1,0,0,3,,,,,,8073730,6.76981,7.09475,3.0865,604,7007,thing,Genoa,2,5,120,120,60,2001,"3,4,5",5,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Get Bit!,30539,7,3,0,0,0,0,0,0,0,0,0,3,,,,,,22933287,6.02813,6.17091,1.1213,2151,9673,thing,Get Bit!,3,6,20,20,20,2007,"3,4,5,6","5,6",6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Gheos,23730,7.5,2,0,1,0,0,0,0,0,0,0,3,,,,,,14592983,6.07378,6.51956,2.4483,1965,1709,thing,Gheos,2,4,60,60,45,2006,"2,3,4",3,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,"Z-Man Games, Inc.",Dutch; English; German,2006,First edition
Giants,38862,7.5,3,0,0,0,0,0,0,0,0,0,3,,,,,,11341476,6.44542,6.98928,2.942,1048,3216,thing,Giants,3,5,90,90,90,2008,"3,4,5",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Giganten,59,0,,0,0,0,0,0,0,0,0,0,4,,,,,,10482960,6.12464,6.71599,2.5735,1805,1829,thing,Giganten,3,4,90,90,90,1999,"3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Ginkgopolis,128271,7.5,6,0,1,0,0,0,0,0,0,0,2,,,,,,17486877,6.9984,7.43151,2.9094,357,4008,thing,Ginkgopolis,1,5,45,45,45,2012,"1,2,3,4,5","2,3",12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,"Z-Man Games, Inc.",English,2012,English edition
Ginkgopolis: The Experts,145399,0,,0,0,0,0,0,0,0,0,1,3,,,,,,25942976,5.86817,7.67509,2.875,0,1150,thing,Ginkgopolis: The Experts,2,5,45,45,45,2013,"2,3,4","2,3",,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Gizmos,246192,7,2,0,0,0,0,0,0,0,0,0,3,,,,,,54648050,7.02441,7.50681,1.9451,334,6358,thing,Gizmos,2,4,50,50,40,2018,"2,3,4","2,3",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Glass Road,143693,8,1,0,0,0,0,0,0,0,0,0,2,,Interesting multiple blind card selection. Need to choose a balance of cards for you and cards somebody else will play. Another unique mechanic for resource conversion with two spinning dials. ,,,,23318612,7.17984,7.45518,2.9775,235,10062,thing,Glass Road,1,4,80,80,20,2013,"1,2,3,4",2,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Glen More,66362,7,3,0,0,0,0,0,0,0,0,0,3,,,,,,17854103,7.08118,7.33496,2.6764,290,7905,thing,Glen More,2,5,70,70,45,2010,"2,3,4,5",4,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Gloomhaven,174430,10,91,0,1,0,0,0,0,0,0,0,1,,,,,,41694537,8.59355,8.86912,3.7993,1,46412,thing,Gloomhaven,1,4,120,120,60,2017,"1,2,3,4",3,14+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,Cephalofair Games,English,2017,"English edition, second printing"
Glory to Rome,19857,7,4,0,0,0,0,0,0,0,0,0,3,,,,,,11588324,7.28685,7.48565,2.9328,174,13530,thing,Glory to Rome,2,5,60,60,60,2005,"2,3,4,5","3,4",12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Go,188,4,1,0,0,0,0,0,0,0,0,0,3,,,,,,13892435,7.34678,7.639,4.003,148,18421,thing,Go,2,2,180,180,30,-2200,2,2,6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Goa,9216,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,8073791,7.35811,7.59959,3.3778,142,10493,thing,Goa,2,4,90,90,90,2004,"2,3,4",4,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
"Goblins, Inc.",110524,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,17486816,5.90794,6.4488,2.3433,2695,1550,thing,"Goblins, Inc.",2,4,60,60,60,2012,"2,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
God Dice,37982,4,4,0,0,0,0,0,0,0,0,0,3,,,,,,11328163,5.60021,6.38858,1.4667,6573,276,thing,God Dice,2,4,30,30,30,2008,"2,3,4",3,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Gold West,154086,7.5,4,0,1,0,0,0,0,0,0,0,2,rated highly by buddies... need to investigate more,,,,,35426269,6.67145,7.4389,2.4697,706,2422,thing,Gold West,2,4,60,60,45,2015,"2,3,4",3,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
The Golden Ages,164338,6.5,1,0,0,0,0,0,0,0,0,0,3,,,,,,33885592,6.57549,7.30402,2.9292,839,2670,thing,The Golden Ages,2,4,90,90,90,2014,"2,3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Good Cop Bad Cop,153064,5,4,0,0,0,0,0,0,0,0,0,3,,Rating based on 4p game only.  Could see rating increasing with more players.,,,,25399552,6.28295,6.67939,1.2551,1376,4386,thing,Good Cop Bad Cop,4,8,20,20,10,2014,"4,5,6,7,8","6,8",10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Grand Austria Hotel,182874,7.5,2,0,1,0,0,0,0,0,0,0,2,,,,,,33457105,7.47544,7.78602,3.2313,94,11121,thing,Grand Austria Hotel,2,4,120,120,60,2015,"2,3",2,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
El Grande,93,0,,0,0,0,0,0,0,0,0,0,3,,,,,,8073728,7.6195,7.77,3.0652,57,20877,thing,El Grande,2,5,120,120,60,1995,"3,4,5",5,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
El Grande Decennial Edition,147170,8,4,0,1,0,0,0,0,0,0,0,3,,,,,,32351056,6.45831,8.32838,3,0,1238,thing,El Grande Decennial Edition,2,5,90,90,90,2006,"3,4,5","4,5",12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
La Granja,146886,8,4,0,1,0,0,0,0,0,0,0,3,"Highly rated by BGG community.  1,000 original print run.  Out of print right now but coming back in July 2015.",,,,,25164826,7.3523,7.70164,3.5851,145,9325,thing,La Granja,1,4,120,120,90,2015,"1,2,3,4",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,Stronghold Games,English,2015,English-only edition
Gravity Warfare,232119,6.5,2,0,0,0,0,0,0,0,0,0,3,,,,,,61673521,5.57553,6.67008,1.3333,7569,336,thing,Gravity Warfare,2,6,60,60,40,2018,"2,3,4,5,6","5,6",10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Great Western Trail,193738,0,,0,0,0,0,0,0,0,0,0,4,Highly rated by geekbuddies.  Explore more.  Too complex?  Complexity rating: 3.75/5.,,,,,38638260,8.0962,8.28892,3.6907,11,26468,thing,Great Western Trail,2,4,150,150,75,2016,"2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
The Great Zimbabwe,111341,0,,0,0,0,0,0,0,0,0,0,4,research more,,,,,33598279,7.05037,7.77557,3.6919,313,3319,thing,The Great Zimbabwe,2,5,150,150,90,2012,"2,3,4,5",4,14+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Greed,151247,7,2,0,0,0,0,0,0,0,0,0,3,,,,,,59657499,6.21562,6.70977,2,1542,3106,thing,Greed,2,5,30,30,30,2014,"2,3,4,5",4,14+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Greenland,156501,0,,0,0,0,0,0,0,0,0,0,3,Phil Eklund.  3p.  Tableau.,Phil Eklund 3p game.  ,,,,24967510,6.15299,7.04822,3.2289,1723,3260,thing,Greenland,1,3,120,120,60,2014,"1,2,3",3,14+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Ground Floor,38765,5,1,0,0,0,0,0,0,0,0,0,3,,,,,,18296569,6.37627,7.08404,3.7209,1179,2263,thing,Ground Floor,2,6,150,150,90,2012,"2,3,4,5",4,14+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Gùgōng,250458,0,,0,0,0,0,0,0,0,0,1,4,"mixed reviews among geek buddies.  explore more.  comment from non-buddy: 'Gùgōng takes an awesome twist on ""worker"" (read card) Placement. instead of putting workers on Action spaces you exchange cards of different vallues to determin which aktions you can do and how powerful each Action is. This Exchange also gives you cards back for the next day (4 days in a game). Gùgōng (deluxe) is one of the best produced games i´ve ever seen. '",,,,,62210692,7.04454,7.58548,3.1667,317,6120,thing,Gùgōng,1,5,90,90,60,2018,"1,2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Guildhall,132372,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,18763899,6.57269,6.96041,2.0694,843,4452,thing,Guildhall,2,4,45,45,30,2012,"2,3,4",,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Guildhall: Job Faire,142121,7.5,1,0,0,0,0,0,0,0,0,0,3,,,,,,26415425,6.22507,7.18898,2.1818,1514,2002,thing,Guildhall: Job Faire,2,4,45,45,30,2013,"2,3,4",3,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Gunkimono,251890,6.5,1,0,0,0,0,0,0,0,0,0,3,,,,,,56974838,5.98367,7.13482,2,2335,937,thing,Gunkimono,2,5,60,60,45,2018,"2,3,4,5",,12+,,,,,,,standalone,,,,,,,,,,,,,,,
Hacienda,19100,0,,0,1,0,0,0,0,0,0,0,1,,,,,,21749706,6.58021,6.94975,2.6303,833,3896,thing,Hacienda,2,5,90,90,60,2005,"2,3,4,5",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Haggis,37628,7,51,0,1,0,0,0,0,0,0,0,4,,,,,,13249679,6.60321,6.98935,2.1225,804,5684,thing,Haggis,2,3,45,45,45,2010,"2,3",2,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Haithabu,169795,0,,0,0,0,0,0,0,0,0,0,4,investigate more,,,,,30433152,5.5753,6.27337,3.4615,7586,435,thing,Haithabu,2,4,90,90,90,2015,"2,3,4",2,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Hamertjesspel,24423,0,,0,0,0,0,0,0,0,0,0,4,,,,,,19881252,0,5.33333,0,0,3,thing,Hamertjesspel,2,4,15,15,15,1750,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Hanabi,98778,7,19,0,1,0,0,0,0,0,0,0,4,,,,,,33327079,7.03197,7.12451,1.6963,328,54695,thing,Hanabi,2,5,25,25,25,2010,"2,3,4,5",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Hannibal: Rome vs. Carthage,234,0,,0,0,0,0,0,0,0,0,0,3,,,,,,8073760,7.26689,7.80921,3.4351,188,7086,thing,Hannibal: Rome vs. Carthage,2,2,200,200,40,1996,2,2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Hansa Teutonica,43015,8,5,0,1,0,0,0,0,0,0,0,3,,In depth game with little luck. Layers are peeled back with a greater understanding of rules and strategy.,,,,10655097,7.4001,7.64242,3.1246,119,10233,thing,Hansa Teutonica,2,5,90,90,45,2009,"3,4,5",5,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Hansa Teutonica: Britannia,162179,7.5,1,0,1,0,0,0,0,0,0,0,3,,,,,,54162433,6.22394,8.09539,3.375,0,2345,thing,Hansa Teutonica: Britannia,2,5,90,90,45,2014,"3,4,5","4,5",12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Hansa Teutonica: East Expansion,83404,7.5,1,0,1,0,0,0,0,0,0,0,3,,,,,,32297367,6.47014,8.06587,3.1406,0,2976,thing,Hansa Teutonica: East Expansion,3,5,75,75,45,2010,"3,4,5",,12+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Happy Salmon,194626,5,26,0,0,0,0,0,0,0,0,0,3,,Silly party game.  Fun for a few laughs.  Wish there were more actions.,,,,35162590,6.44222,6.84381,1.1356,1055,6242,thing,Happy Salmon,3,6,2,2,2,2016,"4,5,6","5,6",5+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Hart an der Grenze,22237,0,,0,0,0,0,0,0,0,0,0,4,Out of print.  Re-implemented as 'Robin Hood' and 'Sheriff of Nottingham'.,,,,,18893187,5.88041,6.44373,1.4035,2832,854,thing,Hart an der Grenze,3,6,40,40,40,2006,"4,5,6","5,6",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Havana,57925,7,2,0,0,0,0,0,0,0,0,0,3,,,,,,9663187,6.42301,6.85779,2.2124,1090,3576,thing,Havana,2,4,45,45,30,2009,"2,3,4",3,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Le Havre,35677,8.5,4,0,0,0,0,0,0,0,0,0,4,,There is so much to do but time and resources are scarce.  Decisions must be optimized which means new players are at a significant disadvantage. A leader can be identified well before game end and there is little than can be done to catch up. ,,,,8081255,7.74484,7.88559,3.7504,42,26301,thing,Le Havre,1,5,150,150,30,2008,"1,2,3,4",3,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Hawaii,106217,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,15684829,6.75146,7.18236,2.9113,626,4171,thing,Hawaii,2,5,90,90,90,2011,"2,3,4,5","3,4",10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Hearts of AttrAction,155322,4,3,0,0,0,0,0,0,0,0,0,3,,,,,,52088242,5.61946,6.35421,1,5965,384,thing,Hearts of AttrAction,2,5,10,10,10,2014,"2,3,4,5",4,6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Heaven & Ale,227789,8,1,0,0,0,0,0,0,0,0,0,3,,,,,,51937242,7.1228,7.61211,3.2434,266,6256,thing,Heaven & Ale,2,4,90,90,60,2017,"2,3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Helios,154182,7,1,0,0,0,0,0,0,1,0,0,3,"Explore more.  Similar to Castles of Burgundy?

Christmas wish list.",,,,,25276702,6.2184,6.80725,2.8681,1530,2607,thing,Helios,2,4,60,60,60,2014,"2,3,4",,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Hermagor,25224,7.5,4,0,0,0,0,0,0,0,0,0,3,,,,,,12522504,6.29621,6.9196,3.1798,1348,1981,thing,Hermagor,2,5,120,120,90,2006,"3,4,5",5,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Heroes of Graxia,72482,7,3,0,1,0,0,0,0,0,0,0,3,,,,,,11917835,5.49939,5.52905,2.625,14682,692,thing,Heroes of Graxia,2,6,60,60,60,2010,"2,3,4",2,10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
"Heroes of Land, Air & Sea",198830,3.5,1,0,0,0,0,0,0,0,0,0,3,,,,,,61356107,6.56604,7.75154,3.2115,853,2989,thing,"Heroes of Land, Air & Sea",1,4,180,180,120,2018,"2,3,4",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Heroes of Normandie,53093,7.5,2,0,0,0,0,0,0,0,0,0,3,,,,,,28338821,6.57051,7.52057,2.75,850,4175,thing,Heroes of Normandie,2,2,60,60,30,2014,2,2,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
"Hey, That's My Fish!",8203,6,7,0,0,0,0,0,0,0,0,0,3,,,,,,11608784,6.63008,6.72556,1.4633,756,22568,thing,"Hey, That's My Fish!",2,4,20,20,20,2003,"2,3,4",3,6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Historia,157096,7,1,0,1,1,0,0,0,0,0,0,4,,,,,,23829548,6.37143,6.93717,3.1074,1187,2832,thing,Historia,1,6,120,120,120,2014,"1,3,4,5,6",,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Hive,2655,6,2,0,0,0,0,0,0,0,0,0,3,,,,,,19563847,7.19772,7.32411,2.3348,224,33416,thing,Hive,2,2,20,20,20,2001,2,2,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Hoity Toity,120,8,1,0,0,0,0,0,0,0,0,0,3,,,,,,8076691,6.28579,6.52761,1.8644,1370,6970,thing,Hoity Toity,2,6,45,45,45,1990,"4,5,6","5,6",8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Homesteaders,26566,7,2,0,1,0,0,0,0,0,0,0,3,,,,,,15432886,6.77483,7.26396,3.0479,600,3757,thing,Homesteaders,2,4,90,90,90,2009,"2,3,4",4,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Hoplomachus: Rise of Rome,139131,7.5,1,0,0,0,0,0,0,0,0,0,3,,,,,,23851122,5.9216,8.14949,2.9333,2627,809,thing,Hoplomachus: Rise of Rome,1,2,30,30,30,2013,"1,2",1,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Hyperborea,119788,6.5,1,0,0,0,0,0,0,0,0,0,3,Light civ. innovative. Uses deck building with cubes and mixes area control. 2-6 players. 20-25 minutes per player. ,,,,,27341830,6.77988,7.24968,3.1708,592,5863,thing,Hyperborea,2,6,150,150,50,2014,"2,3,4,5",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
ICECOOL,177524,6,1,0,0,0,0,0,0,0,0,0,3,,,,,,58960902,6.60059,6.86189,1.0208,809,10116,thing,ICECOOL,2,4,30,30,30,2016,"3,4",4,6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Imperial,24181,9,5,0,0,0,0,0,0,0,0,0,3,,"A unique blend of light ""Risk style"" wargame with economic overtones.  I find it very unique and enjoyable that you aren't tied to a country or color.  ",,,,8226959,7.29041,7.61441,3.5731,172,6822,thing,Imperial,2,6,180,180,120,2006,"3,4,5,6",4,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Imperial 2030,54138,9,5,0,1,0,0,0,0,0,0,0,2,,,,,,9213655,7.23833,7.6925,3.4985,200,5719,thing,Imperial 2030,2,6,180,180,120,2009,"3,4,5,6",4,14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Imperial Settlers,154203,6,1,0,0,0,0,0,0,0,0,0,4,,,,,,23439059,7.29536,7.46298,2.7716,168,24633,thing,Imperial Settlers,1,4,90,90,45,2014,"1,2,3,4",2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Import / Export,217776,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,53887947,6.0534,7.37199,3.2273,2048,955,thing,Import / Export,2,6,90,90,45,2017,"3,4,5",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Impulse,144239,8,7,0,1,0,0,0,0,0,0,0,4,,,,,,23608757,6.30041,6.8768,2.964,1340,3284,thing,Impulse,2,6,60,60,30,2013,"2,3,4",3,14+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,Asmadi Games,English,2013,English prerelease edition
Incan Gold,15512,6.5,29,0,1,0,0,0,0,0,0,0,3,,,,,,14803454,6.70903,6.82595,1.1094,666,18743,thing,Diamant,3,8,30,30,30,2014,"4,5,6,7,8","6,7,8",6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,Eagle-Gryphon Games,English,2014,English fourth edition
Ingenious,9674,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,11953042,6.9826,7.13549,1.9216,376,17240,thing,Ingenious,1,4,45,45,45,2004,"2,3,4",2,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Ingenious Challenges,71099,5,3,0,0,0,0,0,0,0,0,0,3,,,,,,11865275,5.58652,5.8577,1.3871,0,1211,thing,Ingenious Challenges,2,4,30,30,30,2010,"2,3,4",,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Inis,155821,6,1,0,0,0,0,0,0,0,0,0,3,,,,,,56974843,7.44244,7.79514,2.8867,103,12554,thing,Inis,2,4,90,90,60,2016,"2,3,4",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Innovation,63888,9,33,0,1,0,0,0,0,0,0,0,3,,,,,,11554332,7.06435,7.23624,2.7237,304,16785,thing,Innovation,2,4,60,60,45,2010,"2,3,4",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Innovation: Echoes of the Past,92898,0,,0,1,0,0,0,0,0,0,0,1,,,,,,43108223,6.617,7.5819,2.8987,0,4822,thing,Innovation: Echoes of the Past,2,5,60,60,60,2011,"2,3,4",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,,,,,,,,,,,
Innovation: Figures in the Sand,122323,0,,0,1,0,0,0,0,0,0,0,1,,,,,,43108224,6.07374,7.54325,3,0,1864,thing,Innovation: Figures in the Sand,2,6,75,75,30,2013,"2,3,4",2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,,,,,,,,,,,
Insider,206051,5.5,21,0,0,0,0,0,0,0,0,0,3,,,,,,44042634,6.41817,7.05537,1.0741,1099,3183,thing,Insider,4,8,15,15,15,2016,"5,6,7,8","5,6",8+,Unplayable in another language,,,,,,standalone,,,,,,,,,,,,,,,
Irondale,63829,7,2,0,0,0,0,0,0,0,0,0,3,,,,,,12392942,5.54328,5.88679,2.3333,9791,208,thing,Irondale,2,4,30,30,30,2010,"2,3,4",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
La Isla,154246,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,30654407,6.57891,6.90822,2.2458,836,7231,thing,La Isla,2,4,60,60,30,2014,"2,3,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Isle of Skye: From Chieftain to King,176494,6,1,0,0,0,0,0,0,0,0,0,3,medium weight tile laying economic game.  place tiles like Carcassone but have to purchase from other players market.,,,,,29828207,7.29137,7.45287,2.2376,170,21650,thing,Isle of Skye: From Chieftain to King,2,5,50,50,30,2015,"2,3,4,5","3,4",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
